system:index,S1_VH,S1_VV,S1_VV_div_VH,.geo
25,-20.88254414055639,-12.998818614790489,6.142887369783184,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.61711218335944,37.14286663131089]}"
26,-16.07818769373132,-9.713457865706332,4.329851311565766,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.60543408466589,37.15364641472032]}"
27,-18.125924760058297,-8.074670804426054,10.118715737665076,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.59663059488152,37.15750917044203]}"
28,-19.616516216194277,-14.147444756117396,3.522955407170316,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.62016645532545,37.16002445323757]}"
29,-27.662410089450702,-18.55154581863777,8.148664309580687,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.61486639514915,37.16343805131722]}"
30,-17.140888251105878,-8.80597615352643,6.815397800309032,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.5897135671938,37.163527882845635]}"
31,-13.237956374245263,-7.031756241942317,4.174649450718295,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.59465430125645,37.16406687201611]}"
32,-15.282673354969852,-9.810382812260059,3.5255676643038605,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.52018396420294,37.46266687245743]}"
33,-18.565396953408282,-13.451111121418428,3.246598496533786,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.5055414250718,37.46338552468473]}"
34,-15.972578124016637,-9.493894607738802,4.444965061170005,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.47383089554238,37.463475356213145]}"
35,-19.470780041253263,-13.6754397074574,3.7978169930410703,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.47796314584933,37.47048221542927]}"
36,-15.92426298768417,-9.681519211112839,4.209925181543272,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.45855953571235,37.47317716128163]}"
37,-15.224930855673808,-7.055084108352641,6.561221128322124,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.46170363920676,37.47955519979888]}"
38,-13.621771636382558,-5.4639852720319455,6.543025855047834,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.4762563468095,37.481082335781885]}"
39,-19.025918103304534,-12.667097455777386,4.323963952799582,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.45918835641123,37.481531493423944]}"
40,-20.14287822777473,-13.727160486100676,4.380985080318956,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.5153330616687,37.49770116853809]}"
41,-17.904332930625227,-11.128668973255293,4.759555503844393,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.51766868140741,37.50120459814616]}"
42,-15.999611778146859,-8.447053806505874,5.691880809172947,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.53500616639091,37.501384261202986]}"
43,-18.019513686115104,-11.492442461963659,4.494766366043291,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.51955514350406,37.50758263666341]}"
44,-15.230599959441768,-10.279597070174516,3.1268013365687195,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.53976723739675,37.50785213124865]}"
45,-18.72543698958554,-13.024901208734928,3.7158106751990085,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.46385959588865,37.50866061500435]}"
46,-17.15405477080763,-11.27083840275366,3.8754455265661893,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.52943661162938,37.5172844417319]}"
47,-18.303457866099794,-8.972885573705057,8.571507889998596,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.49853456585566,37.53174731780623]}"
48,-16.615793793199856,-9.170464270376938,5.553067496617562,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.52952644315779,37.534532095187]}"
49,-21.982000548466978,-13.15088413120754,7.640321639380718,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.52350773075419,37.543335584971366]}"
50,-21.919188963892925,-13.369613581717944,7.160733949571681,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.49332433720777,37.55177974864209]}"
51,-18.757811175057014,-12.23117736963153,4.494313678742247,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.26461326587095,37.2797698806107]}"
52,-18.924423612051385,-12.775475242657922,4.119977430430343,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.3206681396,37.28003937519593]}"
53,-19.43875601360301,-11.372899636426396,6.405980874562046,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.33126825995261,37.28111735353688]}"
54,-16.12008854351505,-8.733707042685435,5.478203361688806,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.3409700650211,37.28408179397447]}"
55,-17.225507180261054,-9.780139922147193,5.5531157467189844,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.27269810342801,37.289202191093956]}"
56,-18.820101342611586,-11.802763304124323,5.031920880442751,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.29928823583795,37.30411422481034]}"
57,-17.88406697126723,-12.607156266454895,3.370474691970442,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.33099876536737,37.3143550190493]}"
58,-17.931617739313257,-13.667512399578449,2.6693808096590947,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.3348615210891,37.324685644816675]}"
59,-19.974589232135237,-13.843736681624632,4.102846368318409,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.322195275583,37.3271110960838]}"
60,-13.468916889984552,-6.900943397595944,4.537298475425929,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.34312602170299,37.33106368333392]}"
61,-19.41355544830605,-12.823395100305177,4.560537538253182,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.27206928272913,37.34417908648207]}"
62,-24.731127167895842,-16.418742818156044,6.780136463399331,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.28725081103076,37.344448581067304]}"
63,-19.582846291207915,-13.07487914239163,4.475037869978026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.26775736936536,37.354240217664206]}"
64,-19.732882675502637,-11.764654866912547,6.263582194332149,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.34878540799293,37.35963010936892]}"
65,-19.863097386788773,-10.637428925807384,8.366943688628226,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.44885773064385,37.92305345556869]}"
66,-18.136416391352505,-11.275251483559302,4.8541868652264695,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.5325807151238,37.927904358102936]}"
67,-20.31925617063466,-11.71752668761328,7.247245083408202,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.52710099189066,37.93787565775666]}"
68,-17.75799875093047,-9.640847780980806,6.48209060200691,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.52485520368037,37.939043467626014]}"
69,-18.524941555234626,-11.653953279353,4.865179045901394,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.46448841658754,37.944523190859144]}"
70,-25.578834982071278,-15.677346667103581,9.775721747919109,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.52620267660654,37.95611145802429]}"
71,-21.413315128812265,-13.097537622728112,6.785435875137429,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.50850586550939,37.96877770353037]}"
72,-22.02446076900327,-12.703954378955054,8.551664200043607,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.46017650322376,37.97039467104179]}"
73,-33.13985226566855,-22.18678845400431,12.453928876465215,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.5205432903166,37.973898100649855]}"
74,-18.912929281027367,-13.200413867866622,3.7260745624953793,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.53913841669787,37.977221867201095]}"
75,-16.46468868051161,-9.83860059178923,4.598421837362284,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.47284274872985,37.98710333532641]}"
76,-23.1246154097539,-14.658804102325766,7.023945461138963,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.5258433504929,37.99689497192331]}"
77,-21.948983793135753,-12.445206269425903,8.920264916611657,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.48703613021894,38.00003907541773]}"
78,-16.50074960754649,-10.403164478868842,4.071538191380384,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.1974192826188,37.09813053016173]}"
79,-21.116907680172396,-12.577282764329162,7.144346203227221,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.23972993250084,37.111245933309874]}"
80,-16.93677842906449,-10.895957782716103,4.018667407375964,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.18628017309572,37.11430020527588]}"
81,-17.301654051128565,-11.343713609719895,3.9427028258614683,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.23335189398358,37.12094773837837]}"
82,-22.780019833642125,-14.128822761937778,7.330265537632644,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.19553282052215,37.122564705889786]}"
83,-14.939983572378502,-7.618240804515546,5.397271646294137,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.18933444506173,37.13334448929922]}"
84,-17.4002176093354,-10.641304998589451,4.7412325911781865,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.23865195415989,37.1362190982084]}"
85,-23.105952302315828,-15.168427528525248,6.219457112169008,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.1733444330044,37.13810556030505]}"
86,-21.18158797597658,-13.370355075642893,6.041201061506896,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.17226645466346,37.151131131924785]}"
87,-19.79361334812356,-13.589557325007856,4.172588937529825,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.20496513100541,37.15382607777714]}"
88,-20.411318245334805,-13.718358026497745,4.669775710464479,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.21709238734103,37.163977040487694]}"
89,-17.33703910642749,-11.375434797673151,3.9460304378498443,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.25122836813756,37.16451602965817]}"
90,-15.85131675143393,-10.228040173809772,3.650292429812511,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.23559768219388,37.16487535577181]}"
91,-17.52875804135149,-11.15199414710585,4.341865734354239,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.24835375922838,37.167570301624174]}"
92,-19.180792619252465,-12.776254736848557,4.369721799126446,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.19391585301074,37.17206187804477]}"
93,-18.615246519514585,-11.731354003728432,4.879656503995952,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.21861952332402,37.17502631848237]}"
94,-15.893771144722566,-9.679212017916068,4.182692259776063,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.21071434882377,37.17502631848237]}"
95,-13.896733959325196,-5.882700440976338,6.329994779362414,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.23766380734736,37.17628395988013]}"
96,-20.724186463721527,-12.962222695889452,5.973053116135171,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.26039118403558,37.178799242675666]}"
97,-15.351147606552436,-9.069479854350302,4.247826551739309,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.79857187075159,37.832233780344204]}"
98,-22.985786192001385,-14.332296457737296,7.334136243518254,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.75814768296621,37.832233780344204]}"
99,-21.034060123217188,-11.547623409162217,8.884718480878947,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.80378209939948,37.83888131344669]}"
100,-23.160555200220827,-13.783577932074131,8.663586717989332,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.75697987309685,37.84247457458317]}"
101,-16.966813536675268,-4.71192098652555,16.806963426787988,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.78770225581374,37.84669665641853]}"
102,-23.620661679818735,-13.715722754593049,9.783491961763241,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.7416186817384,37.903110856261236]}"
103,-22.183104985814854,-13.907196666057628,6.723429138206879,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.76569353135281,37.90921940019325]}"
104,-19.314131849433835,-11.845644245801346,5.582757457446004,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.78339034244996,37.909488894778484]}"
105,-18.05999307588326,-11.831471159067526,4.196161470098637,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.80908215957578,37.9200890151311]}"
106,-17.623705819514864,-11.302865743787923,4.286314245204606,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.24188588918273,37.92260429792663]}"
107,-17.709743812094786,-8.134765151155733,9.06771509150819,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.23335189398358,37.92943149408594]}"
108,-17.497215669704694,-11.019260642498828,4.444219521670659,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.21915851249449,37.93787565775666]}"
109,-20.94729421776258,-14.423062599309144,4.491828453404605,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.22356025738668,37.93805532081348]}"
110,-17.026195688125924,-11.46353312024603,3.599699575088941,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.18852596130601,37.938414646927136]}"
111,-15.503483799444933,-9.113943761953276,4.354657509429073,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.24008925861447,37.93940279373967]}"
112,-17.647319393387868,-11.231921567744678,4.380662373999515,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.20783973991459,37.954135164399226]}"
113,-21.050104768222024,-12.30536700467819,7.489861317332857,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.23703498664847,37.970125176456555]}"
114,-14.694192915629145,-8.201405075938712,4.459424175945816,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.26317596141635,37.97084382868385]}"
115,-20.608909824001763,-11.76225729104136,7.667702482356079,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.24673679171697,37.97821001401363]}"
116,-18.736025719644804,-10.878017979896992,6.106618287644374,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.22059581694909,37.97829984554204]}"
117,-14.155270510141083,-6.131702995987789,6.343906177625297,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.25967253180829,37.98045580222393]}"
118,-16.057869148830587,-9.926063446862912,4.103746923891712,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.20253967973828,37.99204406938907]}"
119,-16.240716085094995,-9.915193813796813,4.290937878440834,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.23371122009723,37.9937508684289]}"
120,-17.48807071446873,-13.209196382188031,2.678473988922345,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.76731049886423,37.00093281642]}"
121,-14.63364747534975,-7.793611617515417,4.830627904657663,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.771622412228,37.01862962751716]}"
122,-14.155427982691116,-9.132919574513995,3.1787095069766873,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.7497933508239,37.01934827974445]}"
123,-15.834319869608898,-9.535423732905214,4.26471107192638,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.76874780331882,37.02294154088093]}"
124,-13.805145499480847,-7.628988819472999,4.145869885323452,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.78860057109786,37.023300866994575]}"
125,-13.637024507432624,-7.681969149732391,3.940084498735687,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.80602788760977,37.02410935075029]}"
126,-16.277895110100737,-10.436887982047914,3.8379623744555613,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.75913582977874,37.02590598131852]}"
127,-15.941059981172568,-10.874781712197484,3.2109077390292535,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.75311711737514,37.02842126411406]}"
128,-16.124128662526644,-9.623255292432205,4.467734296544772,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.73613895850528,37.0415366672622]}"
129,-14.896456197831975,-8.729659000370422,4.1369447398122645,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.77512584183607,37.045309591455506]}"
130,-17.56309189373627,-12.017544021480457,3.5855417783948007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.81456188280892,37.04701639049533]}"
131,-13.946354971532104,-8.831220222777237,3.2472331721726566,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.80827367582008,37.04782487425104]}"
132,-16.775138440788936,-10.549087379374772,4.193774803946273,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.72464052286855,37.04863335800675]}"
133,-14.72730591137192,-8.399154835469497,4.293535989248094,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.75338661196038,37.04926217870563]}"
134,-14.179320807751816,-8.149507624025516,4.0084947430074,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.79228366376275,37.05321476595576]}"
135,-16.305152489567224,-10.07429881179031,4.198415026856399,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.7249998489822,37.05896398377412]}"
136,-14.64263060498864,-9.76110345364464,3.077178682372022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.77629365170542,37.076481131814454]}"
137,-16.61096775866652,-10.870794092473721,3.749879970101994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.78904972873993,37.07657096334287]}"
138,-13.48391041456419,-9.63779149161381,2.4244425211772658,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.7934514736321,37.07917607766681]}"
139,-15.934018101937841,-9.8250092301595,4.082262120676419,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.77027493930183,37.079355740723635]}"
140,-17.122418753043657,-11.447378890570981,3.6940603500011995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.80027866979141,37.08052355059299]}"
141,-15.353177656579717,-10.27942238563275,3.2164405383020673,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.743055986193,37.087710072865946]}"
142,-15.407490504754955,-10.208812100363122,3.31030370753564,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.72697614260726,37.08968636649101]}"
143,-18.77428571494836,-12.249223853008514,4.492687241153709,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.57435237583536,37.74249208346067]}"
144,-27.195463981123034,-17.83034381263866,8.639965669797474,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.58944407260856,37.7472531544665]}"
145,-23.397522137466524,-15.019823937906677,6.882874010417353,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.61783083558674,37.74779214363697]}"
146,-26.390937751291666,-15.380953131118392,12.618230660433396,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.58872542038127,37.75003793184727]}"
147,-26.831016160012215,-18.260691195937188,7.195028133224913,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.6003136875464,37.75066675254615]}"
148,-20.19577373047175,-12.291095671572151,6.17259532942323,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.5605183204599,37.757404117177046]}"
149,-23.383642906276975,-15.681408974878243,5.891466236781631,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.60354762256924,37.75964990538735]}"
150,-16.719773010858088,-10.50117853133234,4.186580516089654,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.56366242395433,37.78453323875746]}"
151,-24.626137064799792,-15.74270998580519,7.73290558878425,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.62169359130846,37.79540285369531]}"
152,-22.391957021319413,-12.451359224073098,9.864152542779031,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.573184565966,37.799624935530666]}"
153,-22.15357256499566,-13.958181327907837,6.5999268746812145,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.58549148535843,37.800792745400024]}"
154,-14.44984515161665,-9.787528704210647,2.9257124833162904,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.56653703286351,37.80258937596826]}"
155,-23.539090887796675,-14.65713673188721,7.730283394771377,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.54479780298782,37.80357752278079]}"
156,-20.37652435147079,-13.095043851072376,5.34746622283681,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.57821513155707,37.8059131425195]}"
157,-24.010715183929474,-15.117884805315068,7.749666935926002,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.62366988493352,37.80860808837186]}"
158,-24.03269967366935,-17.22934362145378,4.7900010125745665,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.60893751427396,37.81300983326405]}"
159,-19.408422493809226,-12.476354455357555,4.93408701081497,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.54497746604464,37.818399724968764]}"
160,-22.350083896389915,-13.318284005096473,8.001658072440856,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.58944407260856,37.82280146986095]}"
161,-19.44508832978251,-12.970741385163596,4.440528834208095,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.00679677932864,37.10468823173581]}"
162,-20.55641790619686,-12.18275511537167,6.87648150236829,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.00643745321499,37.10504755784945]}"
163,-26.309710053477986,-15.723493577269762,11.44515418267616,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.05323967951762,37.113671384577]}"
164,-24.368792793132947,-15.548999260944022,7.620427809109466,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.0387768034433,37.122564705889786]}"
165,-23.219131234793693,-13.881410427662683,8.585628264312655,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.06123468554628,37.127056282310384]}"
166,-16.86894275579808,-9.360256318438555,5.634672043366294,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.02781735697704,37.12903257593545]}"
167,-22.931250318515822,-13.810742655336517,8.166778303271293,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.06339064222817,37.13810556030505]}"
168,-21.891169967727816,-12.87439982654282,7.974014372713174,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.05961771803487,37.154005740833966]}"
169,-24.357435725894643,-12.279650677594018,16.135354253564604,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.02072066623249,37.156161697515856]}"
170,-23.417705596077596,-14.449890272756036,7.884633889068178,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.0779433498309,37.163527882845635]}"
171,-25.15806231281062,-15.284093626649868,9.713972476593662,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.07578739314901,37.174038171669835]}"
172,-15.27660110918098,-9.965690025911186,3.3969652824193806,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.00913239906735,37.18014671560184]}"
173,-16.846582848186316,-10.913659175130165,3.9200568676278147,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.05862957122234,37.181404356999614]}"
174,-14.438150301426205,-9.497136722409003,3.1196175716906653,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.07982981192755,37.649426620025885]}"
175,-16.451067570023156,-9.997065015493654,4.4197759608767955,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.05368883715968,37.661823370946735]}"
176,-15.67288851937071,-9.123361319976663,4.51806755139359,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.01838504649378,37.66523696902639]}"
177,-14.85213170255057,-8.257186354748718,4.565565047979986,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.01784605732331,37.66586578972527]}"
178,-23.677873757909396,-15.989375463332188,5.872862453131556,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.0321292703408,37.666135284310506]}"
179,-16.145659045331577,-10.307969874461559,3.8350313375183203,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.0019458767944,37.669189556276514]}"
180,-15.259026023558645,-9.452794220053487,3.8073533148320324,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.07372126799554,37.676106583964234]}"
181,-15.362371622291874,-9.967353872303383,3.4633930012385354,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.05386850021651,37.67637607854947]}"
182,-14.628084193581213,-9.126464401133955,3.549457490177876,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.07174497437047,37.67673540466312]}"
